# region irank jrank data_tot data_tx data_rx nmsg_tx nmsg_rx
ipm_global 47 32 7371328 3685664 3685664 498 498
ipm_global 47 33 9499168 4749584 4749584 498 498
ipm_global 47 34 9334032 4667016 4667016 498 498
ipm_global 47 35 241878496 120939248 120939248 996 996
ipm_global 47 36 9499168 4749584 4749584 498 498
ipm_global 47 37 10319632 5159816 5159816 498 498
ipm_global 47 38 9462992 4731496 4731496 498 498
ipm_global 47 39 684405684 640272052 44133632 36074 3206
ipm_global 47 40 3008486420 55621256 2952865164 1120 35470
ipm_global 47 41 9462992 4731496 4731496 498 498
ipm_global 47 42 9299760 4649880 4649880 498 498
ipm_global 47 43 240731136 120365568 120365568 1124 1124
ipm_global 47 44 576454112 288227056 288227056 996 996
ipm_global 47 45 21881632 10940816 10940816 1102 1102
ipm_global 47 46 3814453596 3234110228 580343368 36118 31756
ipm_global 47 47 9370208 4685104 4685104 498 498
ipm_global 48 0 99127328 49563664 49563664 562 562
ipm_global 48 6 93626368 45596672 48029696 1012 1111
ipm_global 48 16 1602016 801008 801008 604 604
ipm_global 48 32 97618736 48809368 48809368 626 626
ipm_global 48 40 663869076 633382948 30486128 34972 1873
ipm_global 48 47 242303040 0 242303040 0 29988
ipm_global 48 48 9370208 4685104 4685104 498 498
ipm_global 49 1 101448608 50724304 50724304 562 562
ipm_global 49 6 4055040 4055040 0 99 0
ipm_global 49 14 90652672 42622976 48029696 946 1111
ipm_global 49 17 1602016 801008 801008 604 604
ipm_global 49 33 99940016 49970008 49970008 626 626
ipm_global 49 41 665040532 633382948 31657584 34972 1917
ipm_global 49 48 3822781916 3238713732 584068184 36096 31734
ipm_global 49 49 11002816 5501408 5501408 498 498
ipm_global 50 2 97752640 48876320 48876320 562 562
ipm_global 50 6 4055040 4055040 0 99 0
ipm_global 50 18 1529664 764832 764832 604 604
ipm_global 50 22 91734016 43704320 48029696 979 1111
ipm_global 50 34 96280224 48140112 48140112 626 626
ipm_global 50 42 666211988 633382948 32829040 34972 1961
ipm_global 50 48 9561360 4780680 4780680 1102 1102
ipm_global 50 49 3816416260 3235590964 580825296 35968 31606
ipm_global 50 50 9297856 4648928 4648928 498 498
ipm_global 51 3 99127328 49563664 49563664 562 562
ipm_global 51 6 4055040 4055040 0 99 0
ipm_global 51 19 1602016 801008 801008 604 604
ipm_global 51 30 92815360 44785664 48029696 1012 1111
ipm_global 51 35 97618736 48809368 48809368 626 626
ipm_global 51 43 667383444 633382948 34000496 34972 2005
ipm_global 51 48 580578176 290289088 290289088 996 996
ipm_global 51 49 22786032 11393016 11393016 1102 1102
ipm_global 51 50 3816545240 3235996344 580548896 36096 31734
ipm_global 51 51 9370208 4685104 4685104 498 498
ipm_global 52 0 1048576 524288 524288 64 64
ipm_global 52 4 100400032 50200016 50200016 498 498
ipm_global 52 6 4055040 4055040 0 99 0
ipm_global 52 20 1602016 801008 801008 604 604
ipm_global 52 36 99940016 49970008 49970008 626 626
ipm_global 52 38 93896704 45867008 48029696 1045 1111
ipm_global 52 44 668554900 633382948 35171952 34972 2049
ipm_global 52 48 243609472 121804736 121804736 1124 1124
ipm_global 52 49 10315472 5157736 5157736 498 498
ipm_global 52 50 9462992 4731496 4731496 498 498
ipm_global 52 51 3251098176 2953091312 298006864 35470 31108
ipm_global 52 52 9628128 4814064 4814064 498 498
ipm_global 53 1 1048576 524288 524288 64 64
ipm_global 53 5 102796192 51398096 51398096 498 498
ipm_global 53 6 4055040 4055040 0 99 0
ipm_global 53 21 1602016 801008 801008 604 604
ipm_global 53 37 102336176 51168088 51168088 626 626
ipm_global 53 45 669726356 633382948 36343408 34972 2093
ipm_global 53 46 94978048 46948352 48029696 1078 1111
ipm_global 53 48 7633408 3816704 3816704 498 498
ipm_global 53 49 247512496 123756248 123756248 1124 1124
ipm_global 53 50 7597232 3798616 3798616 498 498
ipm_global 53 51 7633408 3816704 3816704 498 498
ipm_global 53 52 3825749152 3240416800 585332352 36096 31734
ipm_global 53 53 5634528 2817264 2817264 498 498
ipm_global 54 2 1048576 524288 524288 64 64
ipm_global 54 6 103080384 53567712 49512672 597 498
ipm_global 54 22 1529664 764832 764832 604 604
ipm_global 54 38 98601504 49300752 49300752 626 626
ipm_global 54 46 670807700 633382948 37424752 34972 2126
ipm_global 54 48 9462992 4731496 4731496 498 498
ipm_global 54 49 10243120 5121560 5121560 498 498
ipm_global 54 50 239413056 119706528 119706528 1124 1124
ipm_global 54 51 9462992 4731496 4731496 498 498
ipm_global 54 52 9819280 4909640 4909640 1102 1102
ipm_global 54 53 3820246512 3237237840 583008672 35968 31617
ipm_global 54 54 9555776 4777888 4777888 498 498
ipm_global 55 3 1048576 524288 524288 64 64
ipm_global 55 6 5046272 5046272 0 121 0
ipm_global 55 7 100400032 50200016 50200016 498 498
ipm_global 55 23 1602016 801008 801008 604 604
ipm_global 55 39 99940016 49970008 49970008 626 626
ipm_global 55 47 670897812 633382948 37514864 34972 2137
ipm_global 55 48 3009139280 56047496 2953091784 1120 35470
ipm_global 55 49 11002816 5501408 5501408 498 498
ipm_global 55 50 10114160 5057080 5057080 498 498
ipm_global 55 51 244296816 122148408 122148408 1124 1124
ipm_global 55 52 586540400 293270200 293270200 996 996
ipm_global 55 53 20984752 10492376 10492376 1102 1102
ipm_global 55 54 3824641808 3239057312 585584496 36140 31789
ipm_global 55 55 11002816 5501408 5501408 498 498
ipm_global 56 0 663778964 30396016 633382948 1862 34972
ipm_global 56 4 1048576 524288 524288 64 64
ipm_global 56 7 94437376 45596672 48840704 1012 1111
ipm_global 56 8 96704064 48352032 48352032 498 498
ipm_global 56 24 1529664 764832 764832 604 604
ipm_global 56 40 96280224 48140112 48140112 626 626
ipm_global 56 48 673430436 638163628 35266808 36074 2975
ipm_global 56 49 10114160 5057080 5057080 498 498
ipm_global 56 50 9297856 4648928 4648928 498 498
ipm_global 56 51 9334032 4667016 4667016 498 498
ipm_global 56 52 241283936 120641968 120641968 996 996
ipm_global 56 53 7597232 3798616 3798616 498 498
ipm_global 56 54 9426816 4713408 4713408 498 498
ipm_global 56 55 252417200 5057080 247360120 498 30486
ipm_global 56 56 9297856 4648928 4648928 498 498
ipm_global 57 1 663869076 30486128 633382948 1873 34972
ipm_global 57 5 1048576 524288 524288 64 64
ipm_global 57 7 4055040 4055040 0 99 0
ipm_global 57 9 99025344 49512672 49512672 498 498
ipm_global 57 15 91463680 42622976 48840704 946 1111
ipm_global 57 25 1529664 764832 764832 604 604
ipm_global 57 41 98601504 49300752 49300752 626 626
ipm_global 57 48 9462992 4731496 4731496 498 498
ipm_global 57 49 675510980 638618172 36892808 36074 3019
ipm_global 57 50 9426816 4713408 4713408 498 498
ipm_global 57 51 9462992 4731496 4731496 498 498
ipm_global 57 52 9591952 4795976 4795976 498 498
ipm_global 57 53 244499616 122249808 122249808 996 996
ipm_global 57 54 9555776 4777888 4777888 498 498
ipm_global 57 55 10243120 5121560 5121560 498 498
ipm_global 57 56 3819450776 3237824472 581626304 36096 31734
ipm_global 57 57 9555776 4777888 4777888 498 498
ipm_global 58 2 665040532 31657584 633382948 1917 34972
ipm_global 58 6 1048576 524288 524288 64 64
ipm_global 58 7 4055040 4055040 0 99 0
ipm_global 58 10 95401728 47700864 47700864 498 498
ipm_global 58 23 92545024 43704320 48840704 979 1111
ipm_global 58 26 1461120 730560 730560 604 604
ipm_global 58 42 95012160 47506080 47506080 626 626
ipm_global 58 48 9299760 4649880 4649880 498 498
ipm_global 58 49 10045616 5022808 5022808 498 498
ipm_global 58 50 675702900 638128404 37574496 36074 3063
ipm_global 58 51 9299760 4649880 4649880 498 498
ipm_global 58 52 9428720 4714360 4714360 498 498
ipm_global 58 53 7562960 3781480 3781480 498 498
ipm_global 58 54 237197952 118598976 118598976 996 996
ipm_global 58 55 10045616 5022808 5022808 498 498
ipm_global 58 56 9490912 4745456 4745456 1102 1102
ipm_global 58 57 3813237008 3234780288 578456720 35968 31606
ipm_global 58 58 9229312 4614656 4614656 498 498
ipm_global 59 3 666211988 32829040 633382948 1961 34972
ipm_global 59 7 5103616 4579328 524288 163 64
ipm_global 59 11 96704064 48352032 48352032 498 498
ipm_global 59 27 1529664 764832 764832 604 604
ipm_global 59 31 93626368 44785664 48840704 1012 1111
ipm_global 59 43 96280224 48140112 48140112 626 626
ipm_global 59 48 9334032 4667016 4667016 498 498
ipm_global 59 49 10114160 5057080 5057080 498 498
ipm_global 59 50 9297856 4648928 4648928 498 498
ipm_global 59 51 676944804 638163628 38781176 36074 3107
ipm_global 59 52 9462992 4731496 4731496 498 498
ipm_global 59 53 7597232 3798616 3798616 498 498
ipm_global 59 54 9426816 4713408 4713408 498 498
ipm_global 59 55 241935104 120967552 120967552 996 996
ipm_global 59 56 576381760 288190880 288190880 996 996
ipm_global 59 57 21809280 10904640 10904640 1102 1102
ipm_global 59 58 3813788136 3235282232 578505904 36096 31734
ipm_global 59 59 9297856 4648928 4648928 498 498
ipm_global 60 4 668432020 34524784 633907236 2069 35036
ipm_global 60 7 4055040 4055040 0 99 0
ipm_global 60 12 98078752 49039376 49039376 498 498
ipm_global 60 28 1602016 801008 801008 604 604
ipm_global 60 39 94707712 45867008 48840704 1045 1111
ipm_global 60 44 97618736 48809368 48809368 626 626
ipm_global 60 48 243253184 121626592 121626592 996 996
ipm_global 60 49 10186512 5093256 5093256 498 498
ipm_global 60 50 9334032 4667016 4667016 498 498
ipm_global 60 51 9370208 4685104 4685104 498 498
ipm_global 60 52 682405460 640308228 42097232 36074 3151
ipm_global 60 53 7633408 3816704 3816704 498 498
ipm_global 60 54 9462992 4731496 4731496 498 498
ipm_global 60 55 10186512 5093256 5093256 498 498
ipm_global 60 56 241382304 120691152 120691152 1124 1124
ipm_global 60 57 9462992 4731496 4731496 498 498
ipm_global 60 58 9299760 4649880 4649880 498 498
ipm_global 60 59 3252848660 2954924364 297924296 35470 31108
ipm_global 60 60 9370208 4685104 4685104 498 498
ipm_global 61 5 669603476 35696240 633907236 2113 35036
ipm_global 61 7 4055040 4055040 0 99 0
ipm_global 61 13 100400032 50200016 50200016 498 498
ipm_global 61 29 1602016 801008 801008 604 604
ipm_global 61 45 99940016 49970008 49970008 626 626
ipm_global 61 47 95789056 46948352 48840704 1078 1111
ipm_global 61 48 10186512 5093256 5093256 498 498
ipm_global 61 49 249902752 124951376 124951376 996 996
ipm_global 61 50 10114160 5057080 5057080 498 498
ipm_global 61 51 10186512 5093256 5093256 498 498
ipm_global 61 52 10315472 5157736 5157736 498 498
ipm_global 61 53 682462980 639751260 42711720 36074 3195
ipm_global 61 54 10243120 5121560 5121560 498 498
ipm_global 61 55 11002816 5501408 5501408 498 498
ipm_global 61 56 10114160 5057080 5057080 498 498
ipm_global 61 57 247308352 123654176 123654176 1124 1124
ipm_global 61 58 10045616 5022808 5022808 498 498
ipm_global 61 59 10114160 5057080 5057080 498 498
ipm_global 61 60 3824807096 3240738912 584068184 36096 31734
ipm_global 61 61 11002816 5501408 5501408 498 498
ipm_global 62 6 670774932 36867696 633907236 2157 35036
ipm_global 62 7 4055040 4055040 0 99 0
ipm_global 62 14 96704064 48352032 48352032 498 498
ipm_global 62 30 1529664 764832 764832 604 604
ipm_global 62 46 96280224 48140112 48140112 626 626
ipm_global 62 48 9334032 4667016 4667016 498 498
ipm_global 62 49 10114160 5057080 5057080 498 498
ipm_global 62 50 239056768 119528384 119528384 996 996
ipm_global 62 51 9334032 4667016 4667016 498 498
ipm_global 62 52 9462992 4731496 4731496 498 498
ipm_global 62 53 7597232 3798616 3798616 498 498
ipm_global 62 54 684458964 640163524 44295440 36074 3239
ipm_global 62 55 106984560 53086776 53897784 1609 1609
ipm_global 62 56 9297856 4648928 4648928 498 498
ipm_global 62 57 9426816 4713408 4713408 498 498
ipm_global 62 58 237296320 118648160 118648160 1124 1124
ipm_global 62 59 9297856 4648928 4648928 498 498
ipm_global 62 60 9561360 4780680 4780680 1102 1102
ipm_global 62 61 3819294380 3237567964 581726416 35968 31617
ipm_global 62 62 9297856 4648928 4648928 498 498
ipm_global 63 0 242303040 242303040 0 29988 0
ipm_global 63 7 675731092 41823856 633907236 2267 35036
ipm_global 63 15 98078752 49039376 49039376 498 498
ipm_global 63 31 1602016 801008 801008 604 604
ipm_global 63 47 97618736 48809368 48809368 626 626
ipm_global 63 48 9370208 4685104 4685104 498 498
ipm_global 63 49 10186512 5093256 5093256 498 498
ipm_global 63 50 9334032 4667016 4667016 498 498
ipm_global 63 51 243253184 121626592 121626592 996 996
ipm_global 63 52 9499168 4749584 4749584 498 498
ipm_global 63 53 7633408 3816704 3816704 498 498
ipm_global 63 54 9462992 4731496 4731496 498 498
ipm_global 63 55 686517060 640651900 45865160 36074 3272
ipm_global 63 56 3010226840 55621256 2954605584 1120 35470
ipm_global 63 57 9462992 4731496 4731496 498 498
ipm_global 63 58 9299760 4649880 4649880 498 498
ipm_global 63 59 241382304 120691152 120691152 1124 1124
ipm_global 63 60 580578176 290289088 290289088 996 996
ipm_global 63 61 22786032 11393016 11393016 1102 1102
ipm_global 63 62 3820090708 3237739572 582351136 36107 31756
ipm_global 63 63 9370208 4685104 4685104 498 498
